,tweet,sentiment,tweet,location
179,She loves powdered jelly donuts #ridgedonuts #irondiquotpride #covid19 @ Ridge Donut Cafe https://t.co/1zndP31Y3P,0.0,She loves powdered jelly donuts #ridgedonuts #irondiquotpride #covid19 @ Ridge Donut Cafe https://t.co/1zndP31Y3P,New York
180,"There is no better feeling than watching someone you love achieve something they’ve been dreaming of 💛 Since March, Matt had been waiting to take his real estate exam and was put on hold due to coronavirus. Instead… https://t.co/hvK0LN94re",0.1875,"There is no better feeling than watching someone you love achieve something they’ve been dreaming of 💛 Since March, Matt had been waiting to take his real estate exam and was put on hold due to coronavirus. Instead… https://t.co/hvK0LN94re",California
181,"No one: “But Katie, how do you know James is your kid?”
*kid proceeds to put two rounds of hand sanitizer on for no real reason.* 
Also, if you think you’ve heard something cuter than… https://t.co/avSIvalPYh",0.0,"No one: “But Katie, how do you know James is your kid?”
*kid proceeds to put two rounds of hand sanitizer on for no real reason.* 
Also, if you think you’ve heard something cuter than… https://t.co/avSIvalPYh",Georgia
182,"Nothing like a global pandemic to motivate you to grow at least a tiny fraction of your own food... We hadn't attempted a vegetable garden in many years, so we are starting small with two garden boxes this year.… https://t.co/xnMc2Rr3Ly",-0.06666666666666668,"Nothing like a global pandemic to motivate you to grow at least a tiny fraction of your own food... We hadn't attempted a vegetable garden in many years, so we are starting small with two garden boxes this year.… https://t.co/xnMc2Rr3Ly",Michigan
183,"Above and beyond Covid-19, live as wisely and as fully as possible...  This thing called our lifetime, (in the big scheme of things) has a very short duration.  

Breathe deeply, and blow out, each and every single… https://t.co/LOWKhgTGnW",0.022222222222222227,"Above and beyond Covid-19, live as wisely and as fully as possible...  This thing called our lifetime, (in the big scheme of things) has a very short duration.  

Breathe deeply, and blow out, each and every single… https://t.co/LOWKhgTGnW",California
184,"Wonderful social distancing dinner with our family❤️🌹👍🏼👌🏾👌🏽👍🏿 @ Santa Monica, California https://t.co/CidicuqWeI",-0.15859375,"Wonderful social distancing dinner with our family❤️🌹👍🏼👌🏾👌🏽👍🏿 @ Santa Monica, California https://t.co/CidicuqWeI",California
185,Including parents in the u5/u6 recreation program sessions makes #socialdistancing easier for our young #soccerplayers #playunited #recreationalsoccer #harrisonburg @svusoccer @ Horizons Edge Sports Campus https://t.co/zVfCJTXkR7,0.0,Including parents in the u5/u6 recreation program sessions makes #socialdistancing easier for our young #soccerplayers #playunited #recreationalsoccer #harrisonburg @svusoccer @ Horizons Edge Sports Campus https://t.co/zVfCJTXkR7,Virginia
186,"You wanna talk about the customer journey 🥴
.
.
.
#dating #quarantine #customersuccess #ozark #customerjourney #weekend #saturday #sunday #wfh #reopening #bars #restaurants #saleshumor #workhardplayhard #workhumor… https://t.co/SxgNxHHzPF",0.3,"You wanna talk about the customer journey 🥴
.
.
.
#dating #quarantine #customersuccess #ozark #customerjourney #weekend #saturday #sunday #wfh #reopening #bars #restaurants #saleshumor #workhardplayhard #workhumor… https://t.co/SxgNxHHzPF",California
187,"Above and beyond Covid-19, live as wisely and as fully as possible...  This thing called our lifetime, (in the big scheme of things) has a very short duration.  

Breathe deeply, and blow out, each and every single… https://t.co/LIm9kFKOAQ",0.08125,"Above and beyond Covid-19, live as wisely and as fully as possible...  This thing called our lifetime, (in the big scheme of things) has a very short duration.  

Breathe deeply, and blow out, each and every single… https://t.co/LIm9kFKOAQ",California
188,"social distancing @ Boston, Massachusetts https://t.co/BkVH5ZS6ih",-0.1,"social distancing @ Boston, Massachusetts https://t.co/BkVH5ZS6ih",Massachusetts
189,"Car Hop Cancelled due to the rise in COVID-19 cases..... 

By the way, economic sanctions are what works...spend your money wisely 💯

#wewillbeback 
#staythefuckhome #covid19 #protestingisgettingyousick @ Delicious… https://t.co/0YCsgIOjSk",0.07857142857142857,"Car Hop Cancelled due to the rise in COVID-19 cases..... 

By the way, economic sanctions are what works...spend your money wisely 💯

#wewillbeback 
#staythefuckhome #covid19 #protestingisgettingyousick @ Delicious… https://t.co/0YCsgIOjSk",California
190,"We're hiring! Director Of Safety Apply: https://t.co/UhXixft93a Safetytechnicianjobs Corona, CA",0.09561688311688313,"We're hiring! Director Of Safety Apply: https://t.co/UhXixft93a Safetytechnicianjobs Corona, CA",California
191,"🚨New TO-GO Hours ⏰ 🚨...but same kick ass #beer &amp; #food offerings!
-
We won’t lie...these new restrictions hurt 😞, but we’re absolutely committed to doing our part to help prevent the spread of COVID-19. We’ve scaled… https://t.co/Cz5PAMfE2y",0.5166666666666667,"🚨New TO-GO Hours ⏰ 🚨...but same kick ass #beer &amp; #food offerings!
-
We won’t lie...these new restrictions hurt 😞, but we’re absolutely committed to doing our part to help prevent the spread of COVID-19. We’ve scaled… https://t.co/Cz5PAMfE2y",Texas
192,"Make your #comebackstronger 
Than the #setback 
..
..
Life after #coronavirus 
☮️ @ Admiral Fitt Personal Training https://t.co/wSgWKSAhYC",-0.1351851851851852,"Make your #comebackstronger 
Than the #setback 
..
..
Life after #coronavirus 
☮️ @ Admiral Fitt Personal Training https://t.co/wSgWKSAhYC",Maryland
193,"So this was an internet gig, the wave of the corona future, lol anyway any of my fellow musicians should look into it. My singers friend plays for Airbnb’s 4 to 5 times a day and as far away as Amsterdam.
We’re… https://t.co/kA4Q0J3CPo",0.0,"So this was an internet gig, the wave of the corona future, lol anyway any of my fellow musicians should look into it. My singers friend plays for Airbnb’s 4 to 5 times a day and as far away as Amsterdam.
We’re… https://t.co/kA4Q0J3CPo",Florida
194,Enjoying some peace love and happiness at The Peace River. Absorbing some good earth energy and social distancing ! ✌️ @ Peace River Campground https://t.co/DmU7gVu7Xg,0.09561688311688313,Enjoying some peace love and happiness at The Peace River. Absorbing some good earth energy and social distancing ! ✌️ @ Peace River Campground https://t.co/DmU7gVu7Xg,Florida
195,"I genuinely hope everyone is staying safe and stay protected against covid 19. I love you and I wish the best for you. @ San Francisco, California https://t.co/OwgHzhEIa8",0.03333333333333333,"I genuinely hope everyone is staying safe and stay protected against covid 19. I love you and I wish the best for you. @ San Francisco, California https://t.co/OwgHzhEIa8",California
196,"#saharaduststorm2020 has touched down in #mississippi 🤔....
#coronavirus😷 #murderhornets🐝 #police👮‍♀️🚓 #fires🔥 #tsunami🌊 #earthquakes 😳#6millionswaystodie @ East Atlanta https://t.co/VpHhKyyyzR",0.44375,"#saharaduststorm2020 has touched down in #mississippi 🤔....
#coronavirus😷 #murderhornets🐝 #police👮‍♀️🚓 #fires🔥 #tsunami🌊 #earthquakes 😳#6millionswaystodie @ East Atlanta https://t.co/VpHhKyyyzR",Georgia
197,"Crowne Family, our gym is officially open! Please practice social distancing and make sure to wipe down your equipment! @ Crowne at Timberline https://t.co/LtNUfJwDFH",0.11818181818181818,"Crowne Family, our gym is officially open! Please practice social distancing and make sure to wipe down your equipment! @ Crowne at Timberline https://t.co/LtNUfJwDFH",Colorado
198,"New TV show “COVID 19-TV BUSINESS REPORT; THE TOP BUSINESSES DOING HEALTH &amp; SAFETY RIGHT” launches Sunday, June 28, 1:00 PM PT on ktla5news. The show highlights us for our new health and safety protocols. The… https://t.co/cCAuwabHYZ",0.3,"New TV show “COVID 19-TV BUSINESS REPORT; THE TOP BUSINESSES DOING HEALTH &amp; SAFETY RIGHT” launches Sunday, June 28, 1:00 PM PT on ktla5news. The show highlights us for our new health and safety protocols. The… https://t.co/cCAuwabHYZ",California
199,"The Durham #COVID19 Recovery &amp; Renewal Task Force is advising elected leaders on how to safely re-open. In our new #CityLife, @MayorSchewel &amp; Task Force Co-Chair Katie Galbraith, president of @DukeRegional, give a big-picture of what it is doing &amp; why: https://t.co/tGArwRa8U6 https://t.co/kpJaBcQCep",0.18,"The Durham #COVID19 Recovery &amp; Renewal Task Force is advising elected leaders on how to safely re-open. In our new #CityLife, @MayorSchewel &amp; Task Force Co-Chair Katie Galbraith, president of @DukeRegional, give a big-picture of what it is doing &amp; why: https://t.co/tGArwRa8U6 https://t.co/kpJaBcQCep",North Carolina
200,This is an experiment there is no yeast in the country you can buy for making wine it's being used for the corona killer but I found this recipe for all people that make wine and spirits in a quart jar one potato… https://t.co/hAxAl9IRML,0.6,This is an experiment there is no yeast in the country you can buy for making wine it's being used for the corona killer but I found this recipe for all people that make wine and spirits in a quart jar one potato… https://t.co/hAxAl9IRML,Oklahoma
201,Well how do you follow up a day off of all day wine drinking? You go out early AM and run 5 miles in Flushing Meadow Park! Glad to be back w/ @wearenycrc doing some miles in the park albeit w/ #socialdistancing !… https://t.co/cUV0RjYleN,-0.1555555555555556,Well how do you follow up a day off of all day wine drinking? You go out early AM and run 5 miles in Flushing Meadow Park! Glad to be back w/ @wearenycrc doing some miles in the park albeit w/ #socialdistancing !… https://t.co/cUV0RjYleN,New York
202,"Y’all be safe out there😷✌️

#nupe #drummer #socialdistancing #flamgearco #forloudannointedmusicians #musician #drumlife #pearldrums #regaltip #drummerslife #drumkubes #sugarland #houston #kappaalphapsi #drumbeats… https://t.co/VLchn6DfVA",0.06666666666666668,"Y’all be safe out there😷✌️

#nupe #drummer #socialdistancing #flamgearco #forloudannointedmusicians #musician #drumlife #pearldrums #regaltip #drummerslife #drumkubes #sugarland #houston #kappaalphapsi #drumbeats… https://t.co/VLchn6DfVA",Texas
203,"What day is it? 😩 #Quarantine ☣️ @ Tampa, Florida https://t.co/ZxwXtS1djV",0.0,"What day is it? 😩 #Quarantine ☣️ @ Tampa, Florida https://t.co/ZxwXtS1djV",Florida
204,"Join us for Worship tomorrow morning in our Gym. 9am. Kids classes for ages 0-5th grade will be available. 
.
Social distancing, hand washing and masks are STRONGLY encouraged. See our FB page for a list of… https://t.co/EfCevYr1fd",0.51,"Join us for Worship tomorrow morning in our Gym. 9am. Kids classes for ages 0-5th grade will be available. 
.
Social distancing, hand washing and masks are STRONGLY encouraged. See our FB page for a list of… https://t.co/EfCevYr1fd",North Carolina
205,"It’s been a little over three months since I’ve played music for anyone live 😔 Let’s drink, dance, practice social distancing and enjoy each other’s company today at beachbarac 💛 

12pm-6pm - @djjoeydino
6pm-10pm -… https://t.co/OgIYCPZHyv",0.2083333333333333,"It’s been a little over three months since I’ve played music for anyone live 😔 Let’s drink, dance, practice social distancing and enjoy each other’s company today at beachbarac 💛 

12pm-6pm - @djjoeydino
6pm-10pm -… https://t.co/OgIYCPZHyv",New Jersey
206,Portraits before COVID-19. This one is of Patrick Keleher shot on the Phase One IQ4 with 80mm f2.8 lens. @profotousa uniquebackdrops @chimeralighting phaseonephoto foundartists #portraitphotography #portrait @ David… https://t.co/hzmoI1iuuE,0.31916666666666665,Portraits before COVID-19. This one is of Patrick Keleher shot on the Phase One IQ4 with 80mm f2.8 lens. @profotousa uniquebackdrops @chimeralighting phaseonephoto foundartists #portraitphotography #portrait @ David… https://t.co/hzmoI1iuuE,Colorado
207,Americans are divided and hate each other. The common good is getting rid of the other side. https://t.co/hqMyIqbEef,0.11931818181818182,Americans are divided and hate each other. The common good is getting rid of the other side. https://t.co/hqMyIqbEef,Washington
208,"My trilifetubes is my new fav accessory! Thanks katiegodec !!
.
.
#trilifetubes #facemask #gaiter #covid19 #wearyourmask #buff #facebuff #besmart #scarf #accessorize #fashion #supportsmallbusiness #summervibes… https://t.co/B6HER2I4Ew",0.2277777777777777,"My trilifetubes is my new fav accessory! Thanks katiegodec !!
.
.
#trilifetubes #facemask #gaiter #covid19 #wearyourmask #buff #facebuff #besmart #scarf #accessorize #fashion #supportsmallbusiness #summervibes… https://t.co/B6HER2I4Ew",Pennsylvania
209,"COVID-19 essentials
 On the Runway Boutique
600 east 14th st San Leandro
510-842-3898
https://t.co/QxrjDXVS3z @ On The Runway https://t.co/tSGjhLlUvw",0.3,"COVID-19 essentials
 On the Runway Boutique
600 east 14th st San Leandro
510-842-3898
https://t.co/QxrjDXVS3z @ On The Runway https://t.co/tSGjhLlUvw",California
210,I changed my mind! I don’t want to be a Ninja anymore! I hate wearing masks! #ihatewearingmasks #coronavirus #ninja #merica🇺🇸 @ Monterey State Beach https://t.co/QYt8IjdX9z,0.1,I changed my mind! I don’t want to be a Ninja anymore! I hate wearing masks! #ihatewearingmasks #coronavirus #ninja #merica🇺🇸 @ Monterey State Beach https://t.co/QYt8IjdX9z,California
211,"Tune in tonight 7-1am on your radios. I'll be on at 8pm! Listen wherever you are on the #uforia app! #univisiónradio latinomixhouston  @partykingzhtx #inthemix #quarantine #mixshowdj #htown @ Houston, Texas https://t.co/Fl4ABfTDUk",-0.13000000000000006,"Tune in tonight 7-1am on your radios. I'll be on at 8pm! Listen wherever you are on the #uforia app! #univisiónradio latinomixhouston  @partykingzhtx #inthemix #quarantine #mixshowdj #htown @ Houston, Texas https://t.co/Fl4ABfTDUk",Texas
212,"Who doesn’t love a sequin mask⁉️ Thanks to clothmyths_official for this pretty blue❣️❣️😷 #DazzlingDanette #PerformerLife #CoVid19 #CoVidCouture #StayingSafeInTheseStreets #StillBlessed @ Society Hill, Jersey City https://t.co/VokTIocLBR",0.2414772727272727,"Who doesn’t love a sequin mask⁉️ Thanks to clothmyths_official for this pretty blue❣️❣️😷 #DazzlingDanette #PerformerLife #CoVid19 #CoVidCouture #StayingSafeInTheseStreets #StillBlessed @ Society Hill, Jersey City https://t.co/VokTIocLBR",New Jersey
213,"Guys golf trip day 2.  Doing our best to practice social distancing!! #golf #golflife @ Santa Barbara, California https://t.co/RVucWJKSYi",0.09166666666666667,"Guys golf trip day 2.  Doing our best to practice social distancing!! #golf #golflife @ Santa Barbara, California https://t.co/RVucWJKSYi",California
214,Social distancing at the beach. @ Tybee Island Beach https://t.co/v6BtHbpAhM,0.3666666666666667,Social distancing at the beach. @ Tybee Island Beach https://t.co/v6BtHbpAhM,Georgia
215,"YES, Coronavirus is “just a flu” 
YES, people are dying from the Coronavirus 
YES, we have NOT figured out how to stop the virus as the numbers in our country/state/city keep going up
YES, the CDC fluxed up and… https://t.co/QUeJQQf5oi",0.0,"YES, Coronavirus is “just a flu” 
YES, people are dying from the Coronavirus 
YES, we have NOT figured out how to stop the virus as the numbers in our country/state/city keep going up
YES, the CDC fluxed up and… https://t.co/QUeJQQf5oi",California
216,"@sesamestreet’s Ernie &amp; Bert are visiting. We’re all wearing masks but social-distancing from them is harder than I thought it would be! We’re all huggers. Well, Ernie &amp; I are. ;) #sesamestreet #waynesworld #😷😷😷 @… https://t.co/9x2qnggOuA",0.25,"@sesamestreet’s Ernie &amp; Bert are visiting. We’re all wearing masks but social-distancing from them is harder than I thought it would be! We’re all huggers. Well, Ernie &amp; I are. ;) #sesamestreet #waynesworld #😷😷😷 @… https://t.co/9x2qnggOuA",Georgia
217,restaurant_xo was the last restaurant I dined at before the COVID-19 pandemic shut our small businesses down. So it was great being able to welcome them back! It’s more important than ever to support local in these… https://t.co/LDXe0isAfN,0.0,restaurant_xo was the last restaurant I dined at before the COVID-19 pandemic shut our small businesses down. So it was great being able to welcome them back! It’s more important than ever to support local in these… https://t.co/LDXe0isAfN,Hawaii
218,Has it really come down to this?  A hazmat suit in the airport??  #covid19 #sixfeetapart #backthefuckup @ San Francisco International Airport (SFO) https://t.co/VlERnNpk0t,0.19893939393939392,Has it really come down to this?  A hazmat suit in the airport??  #covid19 #sixfeetapart #backthefuckup @ San Francisco International Airport (SFO) https://t.co/VlERnNpk0t,California
219,"This commercial unit is now under agreement after an initial COVID related default.  Thanks to Kevin Pepe Id Commercial Realty Advisors for his instrumental efforts in getting this done. 
.
.
#auction #realestate… https://t.co/NQ5AFDqLUv",-0.06666666666666668,"This commercial unit is now under agreement after an initial COVID related default.  Thanks to Kevin Pepe Id Commercial Realty Advisors for his instrumental efforts in getting this done. 
.
.
#auction #realestate… https://t.co/NQ5AFDqLUv",Massachusetts
220,"Chicken wings for lunch #marinatedchicken #chickenwingpride #covid19 @ Spencerport, New York https://t.co/dgWgVOm2wR",0.3,"Chicken wings for lunch #marinatedchicken #chickenwingpride #covid19 @ Spencerport, New York https://t.co/dgWgVOm2wR",New York
221,Masked and social distancing lunch with my daughters and grandkids about to commence!!!!! @ Heist Brewery https://t.co/nzHAy5wtPs,0.5375,Masked and social distancing lunch with my daughters and grandkids about to commence!!!!! @ Heist Brewery https://t.co/nzHAy5wtPs,North Carolina
222,"Happy Husband Hunting !😁
#divagalsdaily #quarantine #quarantinelife #confinement à New York, New York https://t.co/mB5UaJKF3J",0.04,"Happy Husband Hunting !😁
#divagalsdaily #quarantine #quarantinelife #confinement à New York, New York https://t.co/mB5UaJKF3J",New York
223,"I guess that’s why they call them the Smoky Mountains ⛰ #socialdistancing #uschapter #smokymountains @ Roan Mountain, Tennessee https://t.co/qQRTZxRrBC",0.197979797979798,"I guess that’s why they call them the Smoky Mountains ⛰ #socialdistancing #uschapter #smokymountains @ Roan Mountain, Tennessee https://t.co/qQRTZxRrBC",Tennessee
224,No. Their frightening earnings was based on closing the stores bc of pandemic. Their online sales are fine. Nike will be fine. https://t.co/qnS8P88mgD,0.0,No. Their frightening earnings was based on closing the stores bc of pandemic. Their online sales are fine. Nike will be fine. https://t.co/qnS8P88mgD,Texas
225,"The previous post was only in New York City...The total number in New York with COVID-19. Once again nygovcuomo great job🤦🏻‍♂️😂 Four months with a ghost town. Remarkable😂🤣 @ Los Angeles,… https://t.co/bvs2z6fvDi",0.10172526041666664,"The previous post was only in New York City...The total number in New York with COVID-19. Once again nygovcuomo great job🤦🏻‍♂️😂 Four months with a ghost town. Remarkable😂🤣 @ Los Angeles,… https://t.co/bvs2z6fvDi",California
226,damn usbank i thought y’all was a national institution....guess Covid-19 stopping swapping bills huh?? 😒😎 @ U.S. Bank https://t.co/7D19vZ8z4a,0.5,damn usbank i thought y’all was a national institution....guess Covid-19 stopping swapping bills huh?? 😒😎 @ U.S. Bank https://t.co/7D19vZ8z4a,Tennessee
227,This young lady right here will be 90 on Tuesday. Thank you tallgrassfoodbox for gifting her a sweet box of Black love from Black farmers. #socialdistancing #love #eldersspeak #blacklove #blackfarmers #cancerseason… https://t.co/1DWC5kolVt,-0.07689393939393939,This young lady right here will be 90 on Tuesday. Thank you tallgrassfoodbox for gifting her a sweet box of Black love from Black farmers. #socialdistancing #love #eldersspeak #blacklove #blackfarmers #cancerseason… https://t.co/1DWC5kolVt,North Carolina
228,The Wurst BG will be Open today at 12noon.  All of our patrons are seriously encouraged to adhere to Social Distancing Protocols.  We will be wearing masks &amp; using hand sanitizers for all service.  Be safe... see ya… https://t.co/8u6WwiVzsy,0.42424242424242414,The Wurst BG will be Open today at 12noon.  All of our patrons are seriously encouraged to adhere to Social Distancing Protocols.  We will be wearing masks &amp; using hand sanitizers for all service.  Be safe... see ya… https://t.co/8u6WwiVzsy,Louisiana
229,"I guess this is family vacation in the time of #COVID19 -- circle up the beach chairs and play inside. 
#MyrtleBeach #coronavirus @ Myrtle Beach, South Carolina https://t.co/5Ztss43mDD",0.09416666666666666,"I guess this is family vacation in the time of #COVID19 -- circle up the beach chairs and play inside. 
#MyrtleBeach #coronavirus @ Myrtle Beach, South Carolina https://t.co/5Ztss43mDD",South Carolina
230,"Rode bikes in Downtown Detroit for a couple hours. I loved it and was much needed! We touched every spot, landmark and street. Due to Covid, there was absolutely no traffic and we really got to explore and enjoy the… https://t.co/VCRGtqCkgk",0.11111111111111112,"Rode bikes in Downtown Detroit for a couple hours. I loved it and was much needed! We touched every spot, landmark and street. Due to Covid, there was absolutely no traffic and we really got to explore and enjoy the… https://t.co/VCRGtqCkgk",Michigan
231,"Due to Covid, we are now one true way. 😜 #safety #sixfeetapart @ Purple Passion https://t.co/oUhn7OLH9G",0.4,"Due to Covid, we are now one true way. 😜 #safety #sixfeetapart @ Purple Passion https://t.co/oUhn7OLH9G",New York
232,"GLOBAL PRIDE, BRINGING THE LGBTI COMMUNITY TOGETHER ON TODAY 27 JUNE 2020, ENSURING THAT OUR PRIDE WILL SHINE THROUGH COVID19. https://t.co/sxtiX2POVL @ Paper Sculpture by Emilio Apontesierra https://t.co/huFbMCzBdM",0.2365800865800866,"GLOBAL PRIDE, BRINGING THE LGBTI COMMUNITY TOGETHER ON TODAY 27 JUNE 2020, ENSURING THAT OUR PRIDE WILL SHINE THROUGH COVID19. https://t.co/sxtiX2POVL @ Paper Sculpture by Emilio Apontesierra https://t.co/huFbMCzBdM",Florida
233,+Outlet+ Social distancing gets lonely sometimes especially with these current worldly events as I’m used to being on tour and working outdoors during this time. I’m always thankful for a new day also grateful for… https://t.co/WWn0rreMcs,0.0,+Outlet+ Social distancing gets lonely sometimes especially with these current worldly events as I’m used to being on tour and working outdoors during this time. I’m always thankful for a new day also grateful for… https://t.co/WWn0rreMcs,Tennessee
234,"Social distancing, or at least trying! #boston #ma #southie @ Sullivan's Castle Island, South Boston https://t.co/UpSS5hefGK",0.0,"Social distancing, or at least trying! #boston #ma #southie @ Sullivan's Castle Island, South Boston https://t.co/UpSS5hefGK",
235,Picnic @fiveleavesny before the 🌧 #BK #socialdistancing @ Five Leaves https://t.co/wJsGDvAExD,0.20034013605442166,Picnic @fiveleavesny before the 🌧 #BK #socialdistancing @ Five Leaves https://t.co/wJsGDvAExD,New York
236,"Two major differences to today’s look if not for COVID-19:
1) My hair would be laid in the ONLY updo
2) I would be sitting at a workshop at Centennial Boulé in DC.
I probably would not be struggling with this… https://t.co/vjeze0s6U7",0.05,"Two major differences to today’s look if not for COVID-19:
1) My hair would be laid in the ONLY updo
2) I would be sitting at a workshop at Centennial Boulé in DC.
I probably would not be struggling with this… https://t.co/vjeze0s6U7",New York
237,First #kayaking day of the summer. #lifetimekayak #mountainislandlake #socialdistancing #lakelife #lattaplantationnaturepreserve #lattaplantation @ Latta Plantation Nature Preserve https://t.co/D5C4kLGUEe,0.0,First #kayaking day of the summer. #lifetimekayak #mountainislandlake #socialdistancing #lakelife #lattaplantationnaturepreserve #lattaplantation @ Latta Plantation Nature Preserve https://t.co/D5C4kLGUEe,North Carolina
238,Day trip to see the water (we stayed in the car to practice social distancing) #coviddaytrip @ Slide Rock Recreation Area https://t.co/vbQle53H6G,0.25,Day trip to see the water (we stayed in the car to practice social distancing) #coviddaytrip @ Slide Rock Recreation Area https://t.co/vbQle53H6G,California
239,When you haven’t seen your work friends in months due to Coronavirus. 😂🤣😂 hello friends! #explore #explorepage #funny #jokes @ Honolulu Liquor Commission https://t.co/g9hahIJSuV,0.1125,When you haven’t seen your work friends in months due to Coronavirus. 😂🤣😂 hello friends! #explore #explorepage #funny #jokes @ Honolulu Liquor Commission https://t.co/g9hahIJSuV,Hawaii
240,"#coronavirus #covid #corona #stayhome #quarantine #lockdown #socialdistancing #staysafe #virus #coronav #stayathome #pandemic  #cuarentena #memes #s #pandemia #instagram #instagood #like #quarentena @ New York, New… https://t.co/v0HFEoorX5",0.01393939393939394,"#coronavirus #covid #corona #stayhome #quarantine #lockdown #socialdistancing #staysafe #virus #coronav #stayathome #pandemic  #cuarentena #memes #s #pandemia #instagram #instagood #like #quarentena @ New York, New… https://t.co/v0HFEoorX5",New York
241,"Pandemic fly @learnwithryan #Saturdaze 🦅 
.
.
🧡💙 polybasketball_ #OurFamilyVsYourTeam 🧡💙
. 
. 
#iteachHOPE 📚🍎🌤🌍
😷#BmoreLove 😷@BmoreHoodish via tntdiva121 of therealproject410… https://t.co/xHIMiFPtFh",0.0,"Pandemic fly @learnwithryan #Saturdaze 🦅 
.
.
🧡💙 polybasketball_ #OurFamilyVsYourTeam 🧡💙
. 
. 
#iteachHOPE 📚🍎🌤🌍
😷#BmoreLove 😷@BmoreHoodish via tntdiva121 of therealproject410… https://t.co/xHIMiFPtFh",Maryland
242,"If it's the weekend look for me on the 🌊  fishing and playing on my  @brpseadoo fishpro. Social distancing at its best! Work hard play harder 🔥

#critterfixerscountryvets #critterfixers #vetmed #Veterinary… https://t.co/qONNaD9qIs",0.0,"If it's the weekend look for me on the 🌊  fishing and playing on my  @brpseadoo fishpro. Social distancing at its best! Work hard play harder 🔥

#critterfixerscountryvets #critterfixers #vetmed #Veterinary… https://t.co/qONNaD9qIs",Georgia
243,"Social distancing at it's best.  #oibkahuna @ Ocean Isle Beach, North Carolina https://t.co/e0Y2PS3zeP",0.0,"Social distancing at it's best.  #oibkahuna @ Ocean Isle Beach, North Carolina https://t.co/e0Y2PS3zeP",North Carolina
244,"Looking forward to the next 5K and when we can all get back together!  Stay strong! 💪🏼 #alonetogether #maskupnola #nola #running #runningmotivation #runnersofinstagram #run #socialdistancing @ New Orleans, Louisiana https://t.co/Ic3VVZfzMw",0.03125,"Looking forward to the next 5K and when we can all get back together!  Stay strong! 💪🏼 #alonetogether #maskupnola #nola #running #runningmotivation #runnersofinstagram #run #socialdistancing @ New Orleans, Louisiana https://t.co/Ic3VVZfzMw",Louisiana
245,"Thank you to lifetimefitness.sugarland and #Homevestors for providing there employees with masks, Hand sanitizers and providing a safe social distance environment.  #blessed #socialdistancing #masks #lifetimefitness… https://t.co/dQsxfv67Q1",0.0,"Thank you to lifetimefitness.sugarland and #Homevestors for providing there employees with masks, Hand sanitizers and providing a safe social distance environment.  #blessed #socialdistancing #masks #lifetimefitness… https://t.co/dQsxfv67Q1",Texas
246,"We are taking a break.

Swiss Pastry will be temporarily closed for two weeks beginning Sunday June 28th. 

Covid-19 mandates and restrictions have made running a profitable bakery and restaurant almost impossible.… https://t.co/rhaOXm51nq",0.23214285714285715,"We are taking a break.

Swiss Pastry will be temporarily closed for two weeks beginning Sunday June 28th. 

Covid-19 mandates and restrictions have made running a profitable bakery and restaurant almost impossible.… https://t.co/rhaOXm51nq",Texas
247,"Today's harvest from my backyard garden.

I usually plant a couple tomatoes every year in my yard, but with the COVID19 and my ability to tour this year shot, I decided to go all in and see how green my thumb really… https://t.co/mVIJxNR6Ka",0.13636363636363635,"Today's harvest from my backyard garden.

I usually plant a couple tomatoes every year in my yard, but with the COVID19 and my ability to tour this year shot, I decided to go all in and see how green my thumb really… https://t.co/mVIJxNR6Ka",California
248,"When #NewsCafe #OceanDrive #SouthBeach #Miami is on ur mind, but #Covid19 numbers keep climbing; u keep the party home. #SmokedSalmon #MustardSauce #saugvignonblanc #Australia #EasySaturday. @ Apopka, Florida https://t.co/XppFL8hIC0",0.16041666666666668,"When #NewsCafe #OceanDrive #SouthBeach #Miami is on ur mind, but #Covid19 numbers keep climbing; u keep the party home. #SmokedSalmon #MustardSauce #saugvignonblanc #Australia #EasySaturday. @ Apopka, Florida https://t.co/XppFL8hIC0",Florida
249,"Proudly wearing the mask in Corona, California this morning...^^ #bestdayever # California #wearthemask @ Corona Heritage Park &amp; Museum https://t.co/9Mm1IOyMnb",0.0,"Proudly wearing the mask in Corona, California this morning...^^ #bestdayever # California #wearthemask @ Corona Heritage Park &amp; Museum https://t.co/9Mm1IOyMnb",California
250,"Stoked I got to do this rose and dagger off my covid flash on Chris.  Pleasure as always homie!
.
::DM FOR BOOKING… https://t.co/K5OPwre8MO",-0.015151515151515154,"Stoked I got to do this rose and dagger off my covid flash on Chris.  Pleasure as always homie!
.
::DM FOR BOOKING… https://t.co/K5OPwre8MO",New Jersey
251,First time eating out in Orlando after Pandemic started @ Bulla Gastrobar https://t.co/7jH1TEKaEv,-0.3833333333333333,First time eating out in Orlando after Pandemic started @ Bulla Gastrobar https://t.co/7jH1TEKaEv,Florida
252,"My aunt gets me. I was gifted this beautiful mask, but even if you don’t have one.. use an old shirt.. do whatever you have to do to prevent the transmission of COVID-19. Too many lives have been lost and others… https://t.co/dtUQ0glro6",0.0,"My aunt gets me. I was gifted this beautiful mask, but even if you don’t have one.. use an old shirt.. do whatever you have to do to prevent the transmission of COVID-19. Too many lives have been lost and others… https://t.co/dtUQ0glro6",Texas
