,tweet,sentiment,tweet,location
221,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/avVrd373gk,-0.125,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #Masks4All % https://t.co/y4A9Fw62LR,New York
222,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/8Cy7dVVG0g  #Masks4All % https://t.co/numavj2EkI,0.016666666666666666,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/avVrd373gk,New York
223,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/8Cy7dVVG0g  #BillionShieldsChallenge #faceshield % https://t.co/xx6LvsFKDr,0.0,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/8Cy7dVVG0g  #Masks4All % https://t.co/numavj2EkI,New York
224,Would you like to help a billion people? I challenge you to #SaveTheWorld from #Coronavirus! Help your friends and neighbors recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov  #BillionShieldsChallenge #faceshield % https://t.co/0Fd0pNk1lQ,0.0,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/8Cy7dVVG0g  #BillionShieldsChallenge #faceshield % https://t.co/xx6LvsFKDr,New York
225,Is it time to “Refresh” your smelly mask. Stop in for a 3 pack of cloth masks. #covid19 #covid_19 #covid #staysafe #nomorecovid19 #safeathome @ Progressive Mobility and Medical https://t.co/NtxsCzOGLJ,0.0,Would you like to help a billion people? I challenge you to #SaveTheWorld from #Coronavirus! Help your friends and neighbors recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov  #BillionShieldsChallenge #faceshield % https://t.co/0Fd0pNk1lQ,New York
226,How Make-Up Is Making Us More Self-Aware Amid A Pandemic  https://t.co/Om9xHUJltp,0.2681818181818182,Is it time to “Refresh” your smelly mask. Stop in for a 3 pack of cloth masks. #covid19 #covid_19 #covid #staysafe #nomorecovid19 #safeathome @ Progressive Mobility and Medical https://t.co/NtxsCzOGLJ,Pennsylvania
227,How Make-Up Is Making Us More Self-Aware Amid A Pandemic  https://t.co/fPL7VhYgSI,-0.0625,How Make-Up Is Making Us More Self-Aware Amid A Pandemic  https://t.co/Om9xHUJltp,New York
228,Donation Update: UCS is continuing to limit clothing and linen donations given the pandemic and required cleaning protocols. Our guests are in NEED of and we will ACCEPT new adult size Tshirts and underwear as well… https://t.co/BL08imcGQx,0.0,How Make-Up Is Making Us More Self-Aware Amid A Pandemic  https://t.co/fPL7VhYgSI,New York
229,"Pandemic “professional attire” for me today to take care of a few things in the non-virtual world. No baseball cap, shirt with collar, and socks even though it is almost ninety degrees! (But those have been ditched… https://t.co/rmhsyOp81z",-0.125,Donation Update: UCS is continuing to limit clothing and linen donations given the pandemic and required cleaning protocols. Our guests are in NEED of and we will ACCEPT new adult size Tshirts and underwear as well… https://t.co/BL08imcGQx,Indiana
230,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/boM4xJ9QyD,-0.125,"Pandemic “professional attire” for me today to take care of a few things in the non-virtual world. No baseball cap, shirt with collar, and socks even though it is almost ninety degrees! (But those have been ditched… https://t.co/rmhsyOp81z",Massachusetts
231,deaths are rising faster in the places where they are rising than they are falling in the places where they are falling https://t.co/H8JULS4y28,0.0,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/boM4xJ9QyD,New York
232,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #faceshield % https://t.co/qU0voe1hGX,0.5,deaths are rising faster in the places where they are rising than they are falling in the places where they are falling https://t.co/H8JULS4y28,Michigan
233,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #Masks4All % https://t.co/D59zC41Omy,0.11818181818181818,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #faceshield % https://t.co/qU0voe1hGX,New York
234,"Trying to get Covid tested. (@ Theatre Lawrence in Lawrence, KS) https://t.co/v7iEm3NUkV",-0.05416666666666666,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #Masks4All % https://t.co/D59zC41Omy,New York
235,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/GiIYQiSgPq,-0.075,"Trying to get Covid tested. (@ Theatre Lawrence in Lawrence, KS) https://t.co/v7iEm3NUkV",Kansas
236,"""Garbage, human waste, Trash left on the sidewalk in front of 39 Sanchez as well as shopping cart as suitcases in the street itself. Too dangerous. with COVID-19, for me to remove myself.

[submitted via [[URL REMOVED]]]"" (Duboce Triangle, D8) https://t.co/a5yd1rDTdo https://t.co/hgNbRtAUlW",-0.01590909090909091,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/GiIYQiSgPq,New York
237,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/8Cy7dVVG0g  #Masks4All % https://t.co/ylt7YYWV1e,0.0,"""Garbage, human waste, Trash left on the sidewalk in front of 39 Sanchez as well as shopping cart as suitcases in the street itself. Too dangerous. with COVID-19, for me to remove myself.

[submitted via [[URL REMOVED]]]"" (Duboce Triangle, D8) https://t.co/a5yd1rDTdo https://t.co/hgNbRtAUlW",
238,Would you like to help a billion people? I challenge you to #SaveTheWorld from #Coronavirus! Help your friends and neighbors recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov  #BillionShieldsChallenge #faceshield % https://t.co/Qnrx6JXjpE,-0.0625,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/8Cy7dVVG0g  #Masks4All % https://t.co/ylt7YYWV1e,New York
239,"The entire thea4squad has gotten their COVID-19 test. It was nothing cute. Nothing cute. However, very necessary.
.
#a4squad #covid19 #testing #coronavirus  #family @ FedExField https://t.co/OyNSX27oH7",-0.0625,Would you like to help a billion people? I challenge you to #SaveTheWorld from #Coronavirus! Help your friends and neighbors recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov  #BillionShieldsChallenge #faceshield % https://t.co/Qnrx6JXjpE,New York
240,"A couple of weeks ago I had to have a biopsy on a mole that had changed shape and color during lockdown. I’m still waiting for the results, but yesterday I spoke to Leon about how, when I was waiting to be seen by… https://t.co/2IognedvQw",0.4,"The entire thea4squad has gotten their COVID-19 test. It was nothing cute. Nothing cute. However, very necessary.
.
#a4squad #covid19 #testing #coronavirus  #family @ FedExField https://t.co/OyNSX27oH7",Maryland
241,"@nicholeaileen Not ready to do that in the covid times. Assuming they fix it tomorrow, I’ll be ok. If not, I’ll look at a hotel for the weekend.",0.0,"A couple of weeks ago I had to have a biopsy on a mole that had changed shape and color during lockdown. I’m still waiting for the results, but yesterday I spoke to Leon about how, when I was waiting to be seen by… https://t.co/2IognedvQw",New York
242,Dentist appointments - Covid19 edition. @ Simply Kids Dental https://t.co/3vmy4fJrhN,0.0,"@nicholeaileen Not ready to do that in the covid times. Assuming they fix it tomorrow, I’ll be ok. If not, I’ll look at a hotel for the weekend.",Virginia
243,"Vipers softball in 2020.  12u Black showing off their social distancing.  “Loudest cheering team ever, even with masks on” - kerid2    #weareeverywhere. @ Frozen Ropes USA at The Rock Sports Park https://t.co/BDKVW6b4On",-0.2,Dentist appointments - Covid19 edition. @ Simply Kids Dental https://t.co/3vmy4fJrhN,Colorado
244,"“How exactly COVID-19 will impact the future of mainstream fashion remains to be seen, but @TommyHilfiger offered a glimpse of it with the launch of his latest collection.”

Learn more about the collection and the future impact of #COVID19!

https://t.co/950sDAcvMs https://t.co/gclAYU0hFB",-0.0625,"Vipers softball in 2020.  12u Black showing off their social distancing.  “Loudest cheering team ever, even with masks on” - kerid2    #weareeverywhere. @ Frozen Ropes USA at The Rock Sports Park https://t.co/BDKVW6b4On",New York
245,"@quartzqueen I could, but covid. If they can’t fix tomorrow, will reconsider.",0.0,"“How exactly COVID-19 will impact the future of mainstream fashion remains to be seen, but @TommyHilfiger offered a glimpse of it with the launch of his latest collection.”

Learn more about the collection and the future impact of #COVID19!

https://t.co/950sDAcvMs https://t.co/gclAYU0hFB",Pennsylvania
246,"You are doing your best social distancing guidelines, but what about your internal defenses? Your lungs, gut, brain, vascular systems may need a boost these days. Ask me how I can help support your best health &amp;… https://t.co/10OsUiL0X5",0.175,"@quartzqueen I could, but covid. If they can’t fix tomorrow, will reconsider.",Virginia
247,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/ZNbzLjPlwJ,-0.125,"You are doing your best social distancing guidelines, but what about your internal defenses? Your lungs, gut, brain, vascular systems may need a boost these days. Ask me how I can help support your best health &amp;… https://t.co/10OsUiL0X5",Florida
248,"Social distancing doesn’t have to ruin the opportunity to enjoy the beautiful summer weather. Surfing and sunbathing are obvious musts, but you can easily explore the area by camping, paddling, hiking, biking,… https://t.co/qP3BlLFGgU",0.23392857142857146,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/ZNbzLjPlwJ,New York
249,Meet the neighbors! We are experiencing an increase in demand for life saving blood in area hospitals. Our next blood drive with @NYBloodCenter is coming up 07/23 from 11a-5p. Due to COVID-19 restrictions walk-ins… https://t.co/hAxrg0k2w1,0.0,"Social distancing doesn’t have to ruin the opportunity to enjoy the beautiful summer weather. Surfing and sunbathing are obvious musts, but you can easily explore the area by camping, paddling, hiking, biking,… https://t.co/qP3BlLFGgU",Maryland
250,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/1DS9q83yqF,0.0,Meet the neighbors! We are experiencing an increase in demand for life saving blood in area hospitals. Our next blood drive with @NYBloodCenter is coming up 07/23 from 11a-5p. Due to COVID-19 restrictions walk-ins… https://t.co/hAxrg0k2w1,New York
251,"No I think not (at @Walmart Supercenter in Corona, CA) https://t.co/0MHjxpAacN https://t.co/NZBBBnzCEi",0.2,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/1DS9q83yqF,New York
252,"#DOUBLEUP
•
•
•
entrepreneurship is all about risks and taking ""the chance"". not everyone is built for it but as we have seen over the past few months between the pandemic and protests individuals whether by… https://t.co/3eiRKJW1aS",0.0,"No I think not (at @Walmart Supercenter in Corona, CA) https://t.co/0MHjxpAacN https://t.co/NZBBBnzCEi",California
253,"Free COVID-19 testing is taking place today from 11 a.m. - 1 p.m. (or when test kits run out) at Celebration Church in Kenner (3550 Williams Blvd. Kenner, LA 70065) @ Celebration Church Kenner https://t.co/cqHoc9k992",0.0,"#DOUBLEUP
•
•
•
entrepreneurship is all about risks and taking ""the chance"". not everyone is built for it but as we have seen over the past few months between the pandemic and protests individuals whether by… https://t.co/3eiRKJW1aS",Delaware
254,"Wear a mask, the Rona is real. 

📷NikonD40x
Edited in Gimp2.1

#austintx #photography #covid19 #photooftheday @ Mt. Bonnell Lookout https://t.co/z3oK2BeADJ",0.0,"Free COVID-19 testing is taking place today from 11 a.m. - 1 p.m. (or when test kits run out) at Celebration Church in Kenner (3550 Williams Blvd. Kenner, LA 70065) @ Celebration Church Kenner https://t.co/cqHoc9k992",Louisiana
255,"My office today. Great music and quiet atmosphere with great social distancing and courtesy, and excellent customer service and hospitality. Perfect. Panera. @ Panera Bread https://t.co/r2xA0Cn70k",0.5083333333333333,"Wear a mask, the Rona is real. 

📷NikonD40x
Edited in Gimp2.1

#austintx #photography #covid19 #photooftheday @ Mt. Bonnell Lookout https://t.co/z3oK2BeADJ",Texas
256,😋 Just When You Thought Your Bonetown Burger Couldn’t Get Any Better!  #supportsmallbusiness #cranston #hailandgrill #hailandsmoke #eatstrongri #socialdistancing #takeout #onlineordering #wearamask #fightcovid19 @… https://t.co/9BcrWetUlx,-0.0625,"My office today. Great music and quiet atmosphere with great social distancing and courtesy, and excellent customer service and hospitality. Perfect. Panera. @ Panera Bread https://t.co/r2xA0Cn70k",Texas
257,"【First COVID-19 Travel Experience.】
Coronavirus disrupted air travel, resulting in a huge pause in the industry at large. Yesterday was the first time I flew in 5 months and to be quite frank, I was a bit nervous.… https://t.co/p1UJjzejKX",0.3433333333333333,😋 Just When You Thought Your Bonetown Burger Couldn’t Get Any Better!  #supportsmallbusiness #cranston #hailandgrill #hailandsmoke #eatstrongri #socialdistancing #takeout #onlineordering #wearamask #fightcovid19 @… https://t.co/9BcrWetUlx,Rhode Island
258,"Free Town Hall Meeting: Marketing in a Post Covid-19 World. If you are a local business in Savannah or around the country, please join our Zoom Event. Space is limited so please register with this link.… https://t.co/UoGSJhhZJa",-0.0625,"【First COVID-19 Travel Experience.】
Coronavirus disrupted air travel, resulting in a huge pause in the industry at large. Yesterday was the first time I flew in 5 months and to be quite frank, I was a bit nervous.… https://t.co/p1UJjzejKX",California
259,"I'm at CR 91 &amp; I-15 Freeway Interchange in Corona, CA https://t.co/W2TR5e5SGp",-0.06666666666666668,"Free Town Hall Meeting: Marketing in a Post Covid-19 World. If you are a local business in Savannah or around the country, please join our Zoom Event. Space is limited so please register with this link.… https://t.co/UoGSJhhZJa",Texas
260,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/LDvPXC3KOZ,-0.0625,"I'm at CR 91 &amp; I-15 Freeway Interchange in Corona, CA https://t.co/W2TR5e5SGp",California
261,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #faceshield % https://t.co/BdY5y0oCgH,0.0,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/LDvPXC3KOZ,New York
262,"New products coming in hot! Don’t miss out on what you might want and get those COVID blues when you miss out, items are flying off the shelves! Order online today with No Credit Needed Financing:… https://t.co/4wAYKszcuw",-0.225,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #faceshield % https://t.co/BdY5y0oCgH,New York
263,"Saturday in Princeton, New Jersey! A peaceful and corona-safe march and rally in support of the #blm movement. 

Are there any musicians in the area who want to join the protest band? DM me!

#funk #soul #gospel… https://t.co/AdAlBoj342",0.3833333333333333,"New products coming in hot! Don’t miss out on what you might want and get those COVID blues when you miss out, items are flying off the shelves! Order online today with No Credit Needed Financing:… https://t.co/4wAYKszcuw",Florida
264,Be Kind! #healthyliving #breakfastofchampions #cheflife #chefaidensworld #covid19 #stayfit #quarantine #selfcare #selflove #energize #manoftheworld #happinessisexpensive #kingdaddy @ United States Capitol https://t.co/T04bHDB1J9,0.4,"Saturday in Princeton, New Jersey! A peaceful and corona-safe march and rally in support of the #blm movement. 

Are there any musicians in the area who want to join the protest band? DM me!

#funk #soul #gospel… https://t.co/AdAlBoj342",New Jersey
265,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #Masks4All % https://t.co/v4wXL7K741,0.6055555555555556,Be Kind! #healthyliving #breakfastofchampions #cheflife #chefaidensworld #covid19 #stayfit #quarantine #selfcare #selflove #energize #manoftheworld #happinessisexpensive #kingdaddy @ United States Capitol https://t.co/T04bHDB1J9,District of Columbia
266,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/FSiG36r2ob,0.625,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #Masks4All % https://t.co/v4wXL7K741,New York
267,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/8Cy7dVVG0g  #Masks4All % https://t.co/uNu5hEMeAG,0.2785714285714286,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/FSiG36r2ob,New York
268,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/8Cy7dVVG0g  #BillionShieldsChallenge #faceshield % https://t.co/1SyNmdLngq,0.0,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! https://t.co/8Cy7dVVG0g  #Masks4All % https://t.co/uNu5hEMeAG,New York
269,Would you like to help a billion people? I challenge you to #SaveTheWorld from #Coronavirus! Help your friends and neighbors recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov  #BillionShieldsChallenge #faceshield % https://t.co/qevDRbegMS,-0.0625,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/8Cy7dVVG0g  #BillionShieldsChallenge #faceshield % https://t.co/1SyNmdLngq,New York
270,"And we ☘ you too, Aaron! That's why as of Thursday we're encouraging all of our Blarney guests to join him in wearing a mask to help with the fight against COVID. We ask that you wear a mask when entering The Blarney… https://t.co/k5QhV1agWf",0.2634943181818182,Would you like to help a billion people? I challenge you to #SaveTheWorld from #Coronavirus! Help your friends and neighbors recycle empty soda bottles into face shields and become a hero!  https://t.co/b5luv683Ov  #BillionShieldsChallenge #faceshield % https://t.co/qevDRbegMS,New York
271,"OPEN FOR BUSINESS
❤️❤️❤️❤️❤️❤️❤️
While we adjust to the new normal, we’re open 11am-7pm Thursdays through Sundays only for now. 
Social Distancing ✅ 
Mask up ✅
Have a great time ✅
Come by! @ Artists &amp; Fleas https://t.co/B6OneVYZYw",0.0,"And we ☘ you too, Aaron! That's why as of Thursday we're encouraging all of our Blarney guests to join him in wearing a mask to help with the fight against COVID. We ask that you wear a mask when entering The Blarney… https://t.co/k5QhV1agWf",Ohio
272,"💪 Still going to try to lose this weight during the #pandemic!! ••• #TAG SUM1 TRYIN TO LOSE WEIGHT!!  😫😫😫🍕 #hangry #workouts @ Manhattan, New York https://t.co/x8XAuxqE9s",0.2414772727272727,"OPEN FOR BUSINESS
❤️❤️❤️❤️❤️❤️❤️
While we adjust to the new normal, we’re open 11am-7pm Thursdays through Sundays only for now. 
Social Distancing ✅ 
Mask up ✅
Have a great time ✅
Come by! @ Artists &amp; Fleas https://t.co/B6OneVYZYw",New York
273,Corona CA Thu Jul 9th AM Forecast: TODAY Sunny Hi 95 TONIGHT Mostly Clear Lo 63,0.75,"💪 Still going to try to lose this weight during the #pandemic!! ••• #TAG SUM1 TRYIN TO LOSE WEIGHT!!  😫😫😫🍕 #hangry #workouts @ Manhattan, New York https://t.co/x8XAuxqE9s",New York
274,Been out sick (not covid. ) heres what has come so far #newarrivsls #therecordlounge #indierecordshop #womanownedrecordshop #lansinglovesvinyl #michiganrecordstore #reotown #reotownmarketplace @ The Record Lounge https://t.co/gRw3p2ZqNB,0.0,Corona CA Thu Jul 9th AM Forecast: TODAY Sunny Hi 95 TONIGHT Mostly Clear Lo 63,California
275,“The goal is to make a million during the pandemic and give back” @ Frazier Revitalization https://t.co/BMvnz6eBbd,-0.0625,Been out sick (not covid. ) heres what has come so far #newarrivsls #therecordlounge #indierecordshop #womanownedrecordshop #lansinglovesvinyl #michiganrecordstore #reotown #reotownmarketplace @ The Record Lounge https://t.co/gRw3p2ZqNB,Michigan
276,"N.Y.O.P In Da City!!!! NOT YOUR ORDINARY PARTY...The Monthly Grown &amp; Sexy Party Kicks Off Saturday August 8th 2020 inside Paradise Lounge 383 Marietta Street NW, Atlanta GA 30313...Crazy Vibes. Hand Sanitizer and… https://t.co/EHSLXNc7ty",0.0,“The goal is to make a million during the pandemic and give back” @ Frazier Revitalization https://t.co/BMvnz6eBbd,Texas
277,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/3WU2lJjnpA,0.5473800505050505,"N.Y.O.P In Da City!!!! NOT YOUR ORDINARY PARTY...The Monthly Grown &amp; Sexy Party Kicks Off Saturday August 8th 2020 inside Paradise Lounge 383 Marietta Street NW, Atlanta GA 30313...Crazy Vibes. Hand Sanitizer and… https://t.co/EHSLXNc7ty",Georgia
278,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #Masks4All % https://t.co/49er1iWpIz,-0.125,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/3WU2lJjnpA,New York
279,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/ulQGlZ9wW9,0.13636363636363635,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #Masks4All % https://t.co/49er1iWpIz,New York
280,"Lake hair, no make up, no filter (to go with the lack of filter on my truck-driver mouth). 💋💋
❤🍑☀️🐾
Highlights by the Great Tara J. - polishedbeautiquenh done back in pre-Covid February. See you soon my friend. 
#Big… https://t.co/7qKKDTT6ru",0.0,I challenge you to #SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #Masks4All % https://t.co/ulQGlZ9wW9,New York
281,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/8Cy7dVVG0g  #BillionShieldsChallenge #faceshield % https://t.co/kLcTuLNUjQ,-0.3071428571428572,"Lake hair, no make up, no filter (to go with the lack of filter on my truck-driver mouth). 💋💋
❤🍑☀️🐾
Highlights by the Great Tara J. - polishedbeautiquenh done back in pre-Covid February. See you soon my friend. 
#Big… https://t.co/7qKKDTT6ru",New Hampshire
282,"We are glad to have our precautions of gloves, masks and protective equipment keep you and us safe! Rest assured as we have been tested for COVID-19 with a NEGATIVE result! @ Irvine, California https://t.co/uNUXRAHTQ3",-0.0625,❤❤ I challenge you to #SaveTheWorld from #Covid-19! Recycle empty soda bottles into face shields and become a hero!  https://t.co/8Cy7dVVG0g  #BillionShieldsChallenge #faceshield % https://t.co/kLcTuLNUjQ,New York
283,"Bout ta take my pup for a walk... 🧨🧨
.

#shotgun #shooting #guns #hunting #gun #rifle #gauge #pewpew #pistol #covid #beretta #shotguns #firearms #tactical #mask #glock #ar #gunsofinstagram #gunsdaily #fortnite… https://t.co/N9tExk76L5",0.0,"We are glad to have our precautions of gloves, masks and protective equipment keep you and us safe! Rest assured as we have been tested for COVID-19 with a NEGATIVE result! @ Irvine, California https://t.co/uNUXRAHTQ3",California
284,"Hey friends! Join us this Friday at 8 pm CT on Facebook Live for an exclusive online concert!

#indiemusic #rock #socialdistancing #facebooklive #concert @ Pensacola, Florida https://t.co/pl1DBOs1rg",0.125,"Bout ta take my pup for a walk... 🧨🧨
.

#shotgun #shooting #guns #hunting #gun #rifle #gauge #pewpew #pistol #covid #beretta #shotguns #firearms #tactical #mask #glock #ar #gunsofinstagram #gunsdaily #fortnite… https://t.co/N9tExk76L5",North Carolina
285,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/YVsEqj0x8n,0.0,"Hey friends! Join us this Friday at 8 pm CT on Facebook Live for an exclusive online concert!

#indiemusic #rock #socialdistancing #facebooklive #concert @ Pensacola, Florida https://t.co/pl1DBOs1rg",Florida
286,"My thoughts exactly so here's what amberrobinson.krv said!

""Just gonna call out the elephant in the room 🐘🤷‍♀️.....owning a brick &amp; motar business during a pandemic absolutely SUCKS!!!!
.
It's scary. It's stressful.… https://t.co/ldYppvxSPq",-0.0625,I challenge you to #SaveTheWorld❤ from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge #faceshield % https://t.co/YVsEqj0x8n,New York
287,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #faceshield % https://t.co/scSm2cvXMb,0.0,"My thoughts exactly so here's what amberrobinson.krv said!

""Just gonna call out the elephant in the room 🐘🤷‍♀️.....owning a brick &amp; motar business during a pandemic absolutely SUCKS!!!!
.
It's scary. It's stressful.… https://t.co/ldYppvxSPq",Iowa
288,Keb Mo was here 4 years ago today.. Missy was working for him before Santana .. before Covid.. oh to be back to human touch again. Listen to Keb mo music and be at peace while grooving. #kebmo @ KiMo Theatre https://t.co/5J6z68p3wv,-0.125,I challenge you to ❤#SaveTheWorld from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields  Russian https://t.co/lunyFgaptB #BillionShieldsChallenge #faceshield % https://t.co/scSm2cvXMb,New York
289,07/09/20: Please be advised that it has come to our attention that one of our customers has tested positive for Covid-19. We are therefore closing our physical location effective immediately. The store will be… https://t.co/YiRAPcUQl1,0.17500000000000002,Keb Mo was here 4 years ago today.. Missy was working for him before Santana .. before Covid.. oh to be back to human touch again. Listen to Keb mo music and be at peace while grooving. #kebmo @ KiMo Theatre https://t.co/5J6z68p3wv,New Mexico
290,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #Masks4All % https://t.co/0xUzrHcesI,0.6076388888888888,07/09/20: Please be advised that it has come to our attention that one of our customers has tested positive for Covid-19. We are therefore closing our physical location effective immediately. The store will be… https://t.co/YiRAPcUQl1,Georgia
291,Luckily it wasn’t as humid for this morning’s #socialdistancing run around #Eastie #Boston #Chelsea and #Everett. Trying to #getthosemilesin is definitely challenging. #Sweatsoaked #Summer #Training… https://t.co/mmGdk65ljY,0.25,#BillionShields Challenge is here! I challenge you to #SaveTheWorld:thanksdoc: from #Coronavirus! #Masks4All % https://t.co/0xUzrHcesI,New York
